Species,Sample,Diet,Search,Peak,Class,RT,Area
SOBO,SOBO3,Non-dietary,Search1,P190-RT-17.41,Miscellaneous cyclic compounds,17.4269,60415
BSIM,BSIM5,Dietary,Search2,P190-RT-17.41,Miscellaneous cyclic compounds,17.3818,20929
SMOM,SMOM5,Dietary,Search2,P190-RT-17.41,Miscellaneous cyclic compounds,17.4104,11672
GSEP,GSEP1,Non-dietary,Search2,P190-RT-17.41,Miscellaneous cyclic compounds,17.3403,5134
BSIM,BSIM3,Dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4688,464248
SOBO,SOBO2,Non-dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4865,226042
BSIM,BSIM2,Dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4697,112321
SOBO,SOBO5,Non-dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4808,108602
TAME,TAME4,Dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4638,76906
TAME,TAME5,Dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4674,61807
SOBO,SOBO3,Non-dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4832,55279
GSEP,GSEP3,Non-dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4539,27309
TAME,TAME2,Dietary,Search1,P192-RT-17.47,Unidentified compounds,17.4712,5657
SMOM,SMOM3,Dietary,Search2,P192-RT-17.47,Unidentified compounds,17.4404,2810
BSIM,BSIM5,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5653,1678015
TAME,TAME4,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5789,1050554
BSIM,BSIM4,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5505,1041544
SMOM,SMOM3,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5511,988402
SMOM,SMOM4,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5516,911547
SMOM,SMOM5,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5419,761357
AHER,AHER4,Non-dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5623,742982
TAME,TAME2,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5512,473040
TAME,TAME1,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5819,462263
CVIT,CVIT5,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5658,375853
CVIT,CVIT1,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5878,343845
TAME,TAME5,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5421,298928
TAME,TAME3,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5381,275073
BSIM,BSIM2,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5762,267753
AHER,AHER1,Non-dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5859,264150
AHER,AHER3,Non-dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5872,190115
AHER,AHER5,Non-dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5642,119250
CVIT,CVIT4,Dietary,Search1,P194-RT-17.56,Benzenoids and Phenylpropanoids,17.5723,25583
GSEP,GSEP2,Non-dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6082,1966904
CVIT,CVIT1,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.7063,366257
CVIT,CVIT4,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6841,308836
SOBO,SOBO2,Non-dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.7152,287747
CVIT,CVIT5,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6818,208770
TAME,TAME5,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6957,201523
TAME,TAME3,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6956,171226
AHER,AHER1,Non-dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.7279,102068
SOBO,SOBO3,Non-dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.7331,82371
TAME,TAME2,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6942,76222
CVIT,CVIT3,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.708,71474
BSIM,BSIM2,Dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6956,50685
GSEP,GSEP3,Non-dietary,Search1,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6055,46501
SMOM,SMOM1,Dietary,Search2,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.6856,18486
CVIT,CVIT2,Dietary,Search2,P195-RT-17.69,Benzenoids and Phenylpropanoids,17.7024,11810
TAME,TAME3,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7885,2020218
TAME,TAME5,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7915,626305
TAME,TAME2,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7891,483435
SMOM,SMOM4,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7693,437621
TAME,TAME1,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7918,363036
TAME,TAME4,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7936,225583
SMOM,SMOM1,Dietary,Search1,P197-RT-17.79,Terpenoids,17.7949,204075
SMOM,SMOM1,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8151,1449401
GSEP,GSEP1,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8127,973462
GSEP,GSEP2,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8018,414949
AHER,AHER4,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8238,402081
AHER,AHER5,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8204,386826
BSIM,BSIM3,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8175,373036
SMOM,SMOM4,Dietary,Search1,P198-RT-17.81,Aliphatics,17.7948,322833
TAME,TAME4,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8187,239111
BSIM,BSIM4,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8057,228765
CVIT,CVIT4,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8054,226589
GSEP,GSEP5,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8062,211074
GSEP,GSEP3,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8025,197090
AHER,AHER3,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8217,157839
AHER,AHER1,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.8358,135206
GSEP,GSEP4,Non-dietary,Search1,P198-RT-17.81,Aliphatics,17.7973,125112
BSIM,BSIM5,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8056,86384
CVIT,CVIT2,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8242,76401
CVIT,CVIT1,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8262,60128
TAME,TAME5,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8194,46299
SMOM,SMOM5,Dietary,Search1,P198-RT-17.81,Aliphatics,17.7918,38729
BSIM,BSIM2,Dietary,Search1,P198-RT-17.81,Aliphatics,17.8155,16291
SOBO,SOBO5,Non-dietary,Search2,P198-RT-17.81,Aliphatics,17.7615,1052
SOBO,SOBO2,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0701,23889809
TAME,TAME4,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0412,14069045
SOBO,SOBO5,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0577,12165047
BSIM,BSIM3,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0452,9312330
SMOM,SMOM5,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0157,8372356
TAME,TAME2,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0385,7753392
AHER,AHER5,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0501,5039442
TAME,TAME1,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0388,4112420
SOBO,SOBO3,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0524,4023015
TAME,TAME3,Dietary,Search1,P202-RT-18.04,Aliphatics,18.037,3981598
BSIM,BSIM2,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0399,3202275
AHER,AHER2,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0553,3170334
TAME,TAME5,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0347,3112222
CVIT,CVIT1,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0443,2758915
GSEP,GSEP5,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0345,2583528
SMOM,SMOM3,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0168,2443590
SOBO,SOBO1,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0491,2154886
CVIT,CVIT4,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0211,2129018
AHER,AHER4,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0472,1899108
BSIM,BSIM5,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0203,1799547
CVIT,CVIT2,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0563,1766136
GSEP,GSEP2,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.018,1732299
SMOM,SMOM4,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0125,1700273
GSEP,GSEP3,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0211,1379443
GSEP,GSEP4,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0135,1117784
AHER,AHER3,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0504,1075493
AHER,AHER1,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0472,1054665
BSIM,BSIM1,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0414,893324
CVIT,CVIT3,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0437,736726
CVIT,CVIT5,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0184,714481
SMOM,SMOM1,Dietary,Search1,P202-RT-18.04,Aliphatics,18.041,623173
BSIM,BSIM4,Dietary,Search1,P202-RT-18.04,Aliphatics,18.0243,525646
GSEP,GSEP1,Non-dietary,Search1,P202-RT-18.04,Aliphatics,18.0399,167243
SOBO,SOBO2,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.137,895472
SOBO,SOBO5,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1525,829036
BSIM,BSIM3,Dietary,Search1,P203-RT-18.13,Aliphatics,18.116,824997
CVIT,CVIT4,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1141,813405
BSIM,BSIM2,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1213,756747
CVIT,CVIT1,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1305,322267
CVIT,CVIT5,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1128,269743
TAME,TAME5,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1194,251989
CVIT,CVIT3,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1241,247953
AHER,AHER1,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1589,202712
BSIM,BSIM1,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1213,132446
GSEP,GSEP4,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1069,94477
AHER,AHER5,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1243,75502
TAME,TAME4,Dietary,Search1,P203-RT-18.13,Aliphatics,18.1206,68330
SOBO,SOBO3,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1574,25846
GSEP,GSEP2,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1052,12297
GSEP,GSEP1,Non-dietary,Search1,P203-RT-18.13,Aliphatics,18.1208,442
TAME,TAME4,Dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2198,1118533
SOBO,SOBO5,Non-dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2358,556803
BSIM,BSIM4,Dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2111,285673
TAME,TAME2,Dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2215,254776
SMOM,SMOM5,Dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2011,165570
BSIM,BSIM5,Dietary,Search1,P205-RT-18.22,Miscellaneous cyclic compounds,18.2072,147421
TAME,TAME3,Dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2209,101921
SOBO,SOBO3,Non-dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2349,67894
TAME,TAME1,Dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2276,63340
CVIT,CVIT2,Dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2359,15379
AHER,AHER2,Non-dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2383,5242
GSEP,GSEP2,Non-dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.2092,3850
AHER,AHER5,Non-dietary,Search2,P205-RT-18.22,Miscellaneous cyclic compounds,18.1816,891
BSIM,BSIM1,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4233,4790526
TAME,TAME2,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4415,3850536
SOBO,SOBO1,Non-dietary,Search1,P206-RT-18.42,Terpenoids,18.4473,1142336
BSIM,BSIM2,Dietary,Search1,P206-RT-18.42,Terpenoids,18.442,1096206
TAME,TAME5,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4319,1014608
TAME,TAME3,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4366,897457
TAME,TAME4,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4264,846220
TAME,TAME1,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4289,675298
CVIT,CVIT1,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4392,593372
CVIT,CVIT5,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4109,388289
BSIM,BSIM5,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4292,338885
CVIT,CVIT3,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4361,332649
SOBO,SOBO2,Non-dietary,Search1,P206-RT-18.42,Terpenoids,18.4505,133235
BSIM,BSIM4,Dietary,Search1,P206-RT-18.42,Terpenoids,18.4269,47855
SMOM,SMOM1,Dietary,Search1,P206-RT-18.42,Terpenoids,18.3699,22668
TAME,TAME4,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7317,5217039
SOBO,SOBO5,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7453,2452107
TAME,TAME3,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7309,2126257
SOBO,SOBO2,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.75,2026131
TAME,TAME2,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7305,1597034
SMOM,SMOM5,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7091,1505471
BSIM,BSIM5,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7137,1303732
BSIM,BSIM3,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7324,1289104
CVIT,CVIT5,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7349,1006237
TAME,TAME5,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7315,869941
BSIM,BSIM4,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7211,804398
GSEP,GSEP3,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7198,734719
TAME,TAME1,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7347,664480
AHER,AHER5,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7493,643204
CVIT,CVIT4,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7189,573172
BSIM,BSIM2,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7343,572750
CVIT,CVIT1,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7421,571104
SOBO,SOBO3,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.742,560868
GSEP,GSEP5,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7259,451992
CVIT,CVIT2,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7445,421496
AHER,AHER2,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7463,411392
SMOM,SMOM1,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7329,400761
SMOM,SMOM4,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7107,377016
GSEP,GSEP1,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7387,315120
GSEP,GSEP2,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7206,302951
GSEP,GSEP4,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7271,297481
CVIT,CVIT3,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7371,285370
SOBO,SOBO1,Non-dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7458,232896
SMOM,SMOM3,Dietary,Search1,P209-RT-18.73,Miscellaneous cyclic compounds,18.7097,212389
BSIM,BSIM3,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8402,436878
SOBO,SOBO2,Non-dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.854,353678
TAME,TAME5,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8379,228949
TAME,TAME4,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8357,215472
SOBO,SOBO5,Non-dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8532,213954
BSIM,BSIM2,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8392,119859
GSEP,GSEP5,Non-dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8309,115349
AHER,AHER5,Non-dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8427,108173
TAME,TAME2,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8393,99661
BSIM,BSIM4,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8237,98830
SOBO,SOBO3,Non-dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8532,91527
CVIT,CVIT2,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8504,86592
CVIT,CVIT1,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8437,66701
CVIT,CVIT4,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8137,63711
SMOM,SMOM1,Dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8403,61101
AHER,AHER2,Non-dietary,Search1,P212-RT-18.84,Nitrogen-containing compounds,18.8537,59742
TAME,TAME3,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8373,58786
SOBO,SOBO1,Non-dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8455,28961
SMOM,SMOM5,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.817,28569
BSIM,BSIM1,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8412,19499
GSEP,GSEP3,Non-dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8185,19304
AHER,AHER4,Non-dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8509,17639
SMOM,SMOM4,Dietary,Search2,P212-RT-18.84,Nitrogen-containing compounds,18.8118,17585
BSIM,BSIM3,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8696,8498497
CVIT,CVIT1,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8774,1037603
SOBO,SOBO1,Non-dietary,Search1,P213-RT-18.87,Terpenoids,18.8865,885726
SOBO,SOBO2,Non-dietary,Search1,P213-RT-18.87,Terpenoids,18.8863,399439
TAME,TAME5,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8639,255407
TAME,TAME4,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8627,241082
SOBO,SOBO3,Non-dietary,Search1,P213-RT-18.87,Terpenoids,18.8946,231809
CVIT,CVIT3,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8714,204816
TAME,TAME1,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8695,184651
CVIT,CVIT5,Dietary,Search1,P213-RT-18.87,Terpenoids,18.8471,154667
SOBO,SOBO5,Non-dietary,Search1,P213-RT-18.87,Terpenoids,18.8936,38619
GSEP,GSEP5,Non-dietary,Search2,P213-RT-18.87,Terpenoids,18.8516,20161
SOBO,SOBO2,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9903,3686122
SOBO,SOBO5,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9914,2628706
TAME,TAME4,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.971,2222538
TAME,TAME2,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9741,611383
SMOM,SMOM5,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9508,535995
TAME,TAME3,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9716,375640
BSIM,BSIM2,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.976,328235
GSEP,GSEP4,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9554,301651
CVIT,CVIT4,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9534,271685
CVIT,CVIT1,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9848,271135
CVIT,CVIT2,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9838,237686
BSIM,BSIM3,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9751,189511
SOBO,SOBO3,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9919,179997
BSIM,BSIM4,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9662,163165
TAME,TAME1,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.974,161474
AHER,AHER1,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9905,95306
SOBO,SOBO1,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.989,93336
AHER,AHER4,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9905,67896
AHER,AHER5,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9853,66949
TAME,TAME5,Dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9717,65560
CVIT,CVIT3,Dietary,Search2,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9933,23229
GSEP,GSEP5,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9672,19525
GSEP,GSEP1,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.977,11072
SMOM,SMOM1,Dietary,Search2,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9766,8856
GSEP,GSEP2,Non-dietary,Search1,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9604,3956
GSEP,GSEP3,Non-dietary,Search2,P215-RT-18.98,Benzenoids and Phenylpropanoids,18.9697,667
TAME,TAME4,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2575,4227398
SOBO,SOBO2,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.3024,2241270
SMOM,SMOM5,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2455,2126546
SOBO,SOBO5,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2779,2074856
TAME,TAME3,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2659,1666924
TAME,TAME2,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2688,1644264
BSIM,BSIM5,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2545,1297724
SOBO,SOBO1,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2852,1281927
BSIM,BSIM4,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2599,1151609
SOBO,SOBO3,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2827,905693
AHER,AHER5,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2761,834692
CVIT,CVIT1,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2751,787341
TAME,TAME1,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.274,709834
CVIT,CVIT4,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2616,702938
AHER,AHER1,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2804,665726
TAME,TAME5,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2732,638932
AHER,AHER4,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2804,587888
GSEP,GSEP1,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2789,426494
GSEP,GSEP5,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2749,287645
BSIM,BSIM2,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2755,272278
SMOM,SMOM4,Dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2645,241658
CVIT,CVIT5,Dietary,Search2,P218-RT-19.27,Nitrogen-containing compounds,19.2617,167948
GSEP,GSEP4,Non-dietary,Search1,P218-RT-19.27,Nitrogen-containing compounds,19.2399,54369
CVIT,CVIT2,Dietary,Search2,P218-RT-19.27,Nitrogen-containing compounds,19.303,10025
SMOM,SMOM3,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3299,10973693
SOBO,SOBO1,Non-dietary,Search1,P219-RT-19.35,Aliphatics,19.3699,9422261
SOBO,SOBO3,Non-dietary,Search1,P219-RT-19.35,Aliphatics,19.3795,6654084
SOBO,SOBO5,Non-dietary,Search1,P219-RT-19.35,Aliphatics,19.3752,6394027
SMOM,SMOM1,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3522,4884923
TAME,TAME5,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3478,4760686
CVIT,CVIT5,Dietary,Search1,P219-RT-19.35,Aliphatics,19.333,3692277
TAME,TAME4,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3471,3558230
CVIT,CVIT3,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3568,3466494
SOBO,SOBO2,Non-dietary,Search1,P219-RT-19.35,Aliphatics,19.3698,3394384
TAME,TAME1,Dietary,Search1,P219-RT-19.35,Aliphatics,19.351,3308232
SMOM,SMOM4,Dietary,Search1,P219-RT-19.35,Aliphatics,19.3261,2817523
